Timestamp,قم بإرفاق الصور والفيديوهات للمحل من الداخل,(نسخ من قوقل ماب اذا وجد) اسم المكان,Email Address,رابط الموقع في قوقل مابس,صورة واجهة المحل,الحي,Latitude,Longitude
7/23/2024 12:58:33,"https://drive.google.com/open?id=1Wpu45ozpWKXlY81-_NzPQbOYK-0g2M7K, https://drive.google.com/open?id=1N-rm5wu2zAcAuAcXY23BUwOEKyJLNQ3V",فرغلي,d7mi.amer@gmail.com,https://maps.app.goo.gl/HSN8tJ2DrAfgFJw48?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1EfD5tpUYkYa-3vzNacDMRLN74ASDMuYe,,24.6763141,46.6770117
7/23/2024 13:01:49,"https://drive.google.com/open?id=1_TZLAcO0t96zEZRd5AJpA7iroPRzLadY, https://drive.google.com/open?id=1hZ6_sC2g7H6oV5Ke2lkraI1C0cQeYZDn",أوركيد جاليري,d7mi.amer@gmail.com,,https://drive.google.com/open?id=1JBe6Fo4Yi4qqQuEeBA7Zf7LHWApb_Xjr,,,
7/23/2024 13:03:37,"https://drive.google.com/open?id=1VRR0g-uHleEyUxWWYE82h_uNt7gx3FA5, https://drive.google.com/open?id=1L-QMtCEMcXj_NjhgvrpgwO_-KbMrSk6V",Whites,d7mi.amer@gmail.com,https://maps.app.goo.gl/fwZqtTAv1pe7SBHh8?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1kQfm3q_rJTHhiXbS9AhF3S5ukbzCiLpO,,24.6758125,46.6763125
7/23/2024 13:06:47,"https://drive.google.com/open?id=19H2ybc2ocOzTZk-Qa37WJ0LSwdME6-1H, https://drive.google.com/open?id=1LOXv6I9ZQO8UHvK6_pRnM21UhCsRWoe4",ORANGE BED & BATH,d7mi.amer@gmail.com,https://maps.app.goo.gl/es917Ggknu6BXopZ9?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1mYjNIBb6uUCgYjKkZNmH79PqioEJOa8k,,24.6885113,46.6828115
7/23/2024 13:08:48,"https://drive.google.com/open?id=1ww3VMWSIT5XGknLwLMeX6OnkKnhkBMJt, https://drive.google.com/open?id=1oVRzPHX9cTP3qJEwXOpQHCTWh-9cMmpN",U.S. Polo Assn,d7mi.amer@gmail.com,https://maps.app.goo.gl/jYvGbGJHdXLgTMQFA?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1_xLKZFAc7XHrhiVkyUGikd4p1xFQ3Iu1,,24.6884183,46.6833907
7/23/2024 13:11:42,"https://drive.google.com/open?id=1P6H1JOlECqCei9CHn_JdUyYDUJcK3WkY, https://drive.google.com/open?id=11P_-3RWghSlyih6kzLPulFjLHFYjFBbL",ZARAHOME,d7mi.amer@gmail.com,https://maps.app.goo.gl/TddEyrAcCm5Jroxq9?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1evXoInfdMcGtESZ-2ZoPkpYqEf8sSSBg,,24.6886583,46.6833901
7/23/2024 13:13:43,"https://drive.google.com/open?id=1pAQ_nmVVVMDgC0vOhFl56ppl0z8eyZXp, https://drive.google.com/open?id=18c9YamRyK-iv4Qma96Hfba8UdN9CBXa2",Massimo Dutti,d7mi.amer@gmail.com,https://maps.app.goo.gl/QvzEXgeL3Qw4XCQQA?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1U4HmwjfUe2P070OXS5LIFCqjz3B2uQcU,,24.6885113,46.6828115
7/23/2024 13:15:26,"https://drive.google.com/open?id=1vtlP0y0VCssWgqx59wM_EMK4s1_bNUFb, https://drive.google.com/open?id=14LVH5lA-uv7gexESYRx-571gNAr9NDTQ","https://drive.google.com/open?id=1vtlP0y0VCssWgqx59wM_EMK4s1_bNUFb, https://drive.google.com/open?id=14LVH5lA-uv7gexESYRx-571gNAr9NDTQ",d7mi.amer@gmail.com,https://maps.app.goo.gl/ASD9fKbA6dmfB7Ny8?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=18wMziwf-tsfnGsr5eYKO03kY4Soswa6j,,24.689115,46.683144
7/23/2024 13:21:35,"https://drive.google.com/open?id=1p41i4sYTeBUqyXZv4jaz2s_kWZG0hYMo, https://drive.google.com/open?id=1eMYvLFpe4RExwQUZ5ZtFz_n8UaOS7Tur",عبدالصمد القرشي للعنبر و العود,d7mi.amer@gmail.com,https://maps.app.goo.gl/Ftzpn6BcwPZuM43x8?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1hzNswvy-MwM_xfDC--IeNOdMiE990Ew3,,24.6882358,46.6829645
7/23/2024 13:23:32,"https://drive.google.com/open?id=1rvx4E49g_lUTvGlKCP0kzArMt8Qjzc0r, https://drive.google.com/open?id=1QWpudshOvNII32hfD-44jPeTdOs2_p4B",Wadi El Nile Restaurant,d7mi.amer@gmail.com,https://maps.app.goo.gl/DBn28taVov2neiSs8?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1AGBW7nHT83ZKVU9cM1yIr9zlGU3c0H_e,,24.6882538,46.6829353
7/23/2024 13:25:30,"https://drive.google.com/open?id=1mMT22bxBjSZbj1mHv1TWQzb-jdVbzlfN, https://drive.google.com/open?id=1IK2X-NJ82cFNfOlPzl9oIajI3MjLsXxr",Asl Al Lulua,d7mi.amer@gmail.com,https://maps.app.goo.gl/vH1zzAebdPXFqFam7?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1jQ5Hwy70v2qbuVY0BgOmLE306QRje3JM,,24.6880638,46.6825745
7/23/2024 13:26:57,"https://drive.google.com/open?id=1lfpMRnnY-QFIuCrbLfCGEiWYFF8e7RJH, https://drive.google.com/open?id=1yQc8WVaO77h8rOaGSlATixWzWbf-eqn1",Makani Cuisine,d7mi.amer@gmail.com,https://maps.app.goo.gl/qXCXMuif4FgK13QZ7?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1pjOI2KRkQfUQxWERgY8AnW2bS3m3aP40,,24.6874508,46.6813109
7/23/2024 13:28:46,"https://drive.google.com/open?id=1eYawC5FjvpswCVEL12d5o7r2I_XxHLYG, https://drive.google.com/open?id=1AFAuhWazqagSzhZwqE4vXpQKJ0MTR03a",Hamam Abdoh,d7mi.amer@gmail.com,https://maps.app.goo.gl/QyyTH84cxRhPY3K3A?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1BNCQ-83-I34wUUOG60E3e-1pMDgHmsbf,,24.6871644,46.6807426
7/23/2024 13:30:11,"https://drive.google.com/open?id=1u9UMfapfmdF9gZYIMKycXmS_bIIPlaIt, https://drive.google.com/open?id=1DF83rCz6zr_bWIhuK8hXusttPg-t6o8N",المطعم السعودي (Alsaudi restaurant),d7mi.amer@gmail.com,https://maps.app.goo.gl/M4SAFiRCzbDFxEGy5?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=118WDPxBjCE9ps4unbuNpRi4ypW6fGhfr,,24.6872513,46.6806147
7/23/2024 13:31:40,"https://drive.google.com/open?id=1lX-wg6r-FzG-YWNvnhL1HvrkwF6hs0bO, https://drive.google.com/open?id=1STgN86RhxR0zYy9zaZB2xo1RpgYaqqjx",Bayt alhamam,d7mi.amer@gmail.com,https://maps.app.goo.gl/72dW8wdEKV2uZhcW6?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1SsgHl1FGRNS5LZU0RgdB16Aq1mMQ8HdP,,24.6873386,46.6808574
7/23/2024 13:32:58,"https://drive.google.com/open?id=1Kk4gumYppn2WJQoX6vJYBnQLz5ZY4els, https://drive.google.com/open?id=1pqF9C-bz8P6kmTCiGjXoFhebFgB_cX32",Saudi Corner Restaurant,d7mi.amer@gmail.com,https://maps.app.goo.gl/e7bpNd9ZhGsF1EVP7?g_st=com.google.maps.preview.copy,https://drive.google.com/open?id=1WmqmRJlAz7imPyFOVCylKq7FsjoE9v0b,,24.6871828,46.6804243
7/23/2024 13:37:35,"https://drive.google.com/open?id=12GScDGL-xS7-b4wwEZpPZieaEYZb7e89, https://drive.google.com/open?id=1UfeW9w_S9fe36s7qqKEuAbpQGYQAat00, https://drive.google.com/open?id=10tIQpp8NLq-u6QkT9z-zDfrTNiDjFZoz, https://drive.google.com/open?id=1Z6WIhhsXMcp9vxUn1qS40O1y1ZryAMZm, https://drive.google.com/open?id=14R4n5mvubEOa0rsP8sFvGqEj45r5bLO3, https://drive.google.com/open?id=1aA42CeUuQJoHr1BlHWB3clVYs8gAyAm-, https://drive.google.com/open?id=1tgxxW9HQuQ-gQnPcN3tmzbU--XhOTd8a, https://drive.google.com/open?id=18ct9knvMOyrOblL9UVGKzaaF-XDcVNhL",مكتبة الملك فهد الوطنية ,ci251.3314@gmail.com,https://maps.app.goo.gl/PKLo2tWQm62Uqw5J9?g_st=ic,"https://drive.google.com/open?id=1DXGXyqmKebASZJi6W8ufH3Uj7z9LwA73, https://drive.google.com/open?id=15rufJu7ddmS23Vu0xigBl0RyKo8qOqKd, https://drive.google.com/open?id=1QSQjVDH7yURFEt6CKeaX1ArC0xtRnAaM, https://drive.google.com/open?id=10sCSrkSz99DMowo2Rc3fOfuMGxSMltyc, https://drive.google.com/open?id=16NnLM5mslsOsRTqK4uxfiwjsNMYqv7Nv",,24.6856332,46.6865329
7/23/2024 13:44:12,"https://drive.google.com/open?id=1RYsq_ZNr9r3UkyL33Y3e44dUmDXL2cP3, https://drive.google.com/open?id=1an6OA1vXNtLCyVNdp5A4PN8iy50r9g4O, https://drive.google.com/open?id=1Jqvf1EtVl3svWsvcM_AAKPX2dJzJbEpY, https://drive.google.com/open?id=1_G1F4rAh7DeIzvyHG40XNUtKfypvwHy2",تيم هورتنز,ci251.3314@gmail.com,https://maps.app.goo.gl/aTDuXi3Kh9cX8TCj9?g_st=ic,"https://drive.google.com/open?id=1e7mFvjPPBGJ2LQgmnEgR6k8JcqTxNHRw, https://drive.google.com/open?id=1aL2pahhEYk7BY0LvNE7GuX_a4tmLUO8J, https://drive.google.com/open?id=1b_9xwWMgjwxnbm_HIl3ppX75oiFTKzBP, https://drive.google.com/open?id=1fNkZOdMLqOePjecJfPJwirrWQw9_oChW",,24.6873399,46.6851089
7/23/2024 14:09:47,"https://drive.google.com/open?id=1vOlwrJbNGrpjFXd66ImSFI-9YTWfpJ8C, https://drive.google.com/open?id=1OjLnYa8H61qSXDwSkU3ErirClRgSO6Ze, https://drive.google.com/open?id=1AgF9OsI6sMI_AG7MXaxyQPoVxzna_oCj, https://drive.google.com/open?id=1eRacOJJ9wWp7Npq9IJm-jv4KtVkgkz6w, https://drive.google.com/open?id=1wcM-YEVaoeVGYrQUZO32ftpNGFifwpJL, https://drive.google.com/open?id=1fkOHSzd8R9_7sWvTrHiOYHi9Y1LpSUg6, https://drive.google.com/open?id=1qrBMHwggSvWw7sXPKrCCNqu-eVdtJNZe, https://drive.google.com/open?id=1FXVyeewAt24LlMVH8RwTFDtSzlp9Y2yK",هارفي نيكلز,ci251.3314@gmail.com,https://maps.app.goo.gl/31M8EEog7Vxob9CG8?g_st=ic,https://drive.google.com/open?id=1eJI_bsqMvWpgaJ1VpFqcDnWdby_1DrQx,,24.6888288,46.6843991
7/23/2024 14:24:07,"https://drive.google.com/open?id=1XNwn5_h40430Qyk2qtX-372ZHqZujckJ, https://drive.google.com/open?id=16_xSSusESvDmtwjz2uf-pmx9ztjGkXR3, https://drive.google.com/open?id=1sbD0JpbM7BIdl3lmfWBKoczZCW_Pn5FY, https://drive.google.com/open?id=1NfB0cFOEgWJihhb0ef8jn4HIhpQ57HbE, https://drive.google.com/open?id=1EYv3s8Xv3750U3INv4Vl_hbiVDlNC-dr, https://drive.google.com/open?id=1BRZ4jp0ZrOl__IFGW0tpHGac_KxUFpcA, https://drive.google.com/open?id=1voYYx3eqFhkyZHUb7ahVUDeTcg44dJ9d",برج الفيصلية ,ci251.3314@gmail.com,https://maps.app.goo.gl/64vucRH28tNfJuhXA?g_st=ic,"https://drive.google.com/open?id=1c7tS7Rb0fdbPzMjA1wm1EVAtocFrv5rZ, https://drive.google.com/open?id=1Z1FTf3o744GcOivbgyJ7j_1468wmpGh-, https://drive.google.com/open?id=1xfRySO7c8eOAAl4-3hWyj2v3ZI3bJSwD, https://drive.google.com/open?id=1710INtLmOgc1-ittDFhkLPQUbKjGYpF_, https://drive.google.com/open?id=1mitW2YhE_E9c7hGbC5nVK8zgpBu4JgYD",,24.6903158,46.6849687
7/23/2024 14:29:50,"https://drive.google.com/open?id=1z-euweFThoCjFuYvDURcQfLcAMHsfX7v, https://drive.google.com/open?id=1RjBFVGCd8fdNnYgHKL936zmMtP0zBk4E, https://drive.google.com/open?id=1vvWpSKgTTcqCMTcIkyErmT5freE-Pr4v, https://drive.google.com/open?id=1EXHwvhjmFbzFwpHccGash4ZC2ykPS7X5, https://drive.google.com/open?id=14XKIgEbvsS8I81FIqFaxCE9aQ5wHbrwA, https://drive.google.com/open?id=1YbuuqWIFpHK7RHchQZfIG4lRcOEPaO3v, https://drive.google.com/open?id=1zed00Qymip6_vNIQcLxv0RPMDChmnHqI, https://drive.google.com/open?id=1k5k19_TqAVpc-lDNs7r-audU50kDAXpn, https://drive.google.com/open?id=1OggD0C0mKwsQhs9CiwXnclUIHucOLKdH, https://drive.google.com/open?id=1nqRybHv08hgAqOOOrsPdT8gh5-GyXJlT",لابراسيري كافيه ,ci251.3314@gmail.com,https://maps.app.goo.gl/8BABLkY8r1VSaaP58?g_st=ic,https://drive.google.com/open?id=1Yzw_-Ke--ph4N5BM5Po7FNkoWLyaPiqg,,24.6904438,46.6840971
7/23/2024 14:38:40,"https://drive.google.com/open?id=1njYsBfwFVy93NVMWGTvaSt3ljs5z7Nqs, https://drive.google.com/open?id=1dEbcyPSQmHt3V5QWJzUZZdXsYNBO9gk0, https://drive.google.com/open?id=1u_ELlOvzPYfNgRqUpMLI0M4etcmBNfBJ, https://drive.google.com/open?id=1-uzaSzQvXWNdEK5em9vNoOdyoZSGZ0hl, https://drive.google.com/open?id=1unB90ylqAlYcPVp7nxSupS7piEyWPsJ8, https://drive.google.com/open?id=1-WHGzQYUNV5l9YVIqvRBexY-x2QvqSta, https://drive.google.com/open?id=1UeaTvjGnl7gpoUXfzRuiPAnKtCC35qtq, https://drive.google.com/open?id=1KZ6Wk8zPza0rdsgb3Fo_GJYjbAM1uYc_, https://drive.google.com/open?id=1P0LJTfesBrbz4M5csH4wkITZWs19tJkO, https://drive.google.com/open?id=1985Wsjg1bYfZ9BZm6brf6Qk3rno7vlVi",ال بي ام مطعم ومقهى,ci251.3314@gmail.com,https://maps.app.goo.gl/SvzF53DKhMwhuqYy7?g_st=ic,"https://drive.google.com/open?id=1ok7VuyZKJh3UXko1hmU0cAcV3BT5IZsy, https://drive.google.com/open?id=19eXOpM-i_IZ7M3DvAOPErBJxFj5fLUFr, https://drive.google.com/open?id=1ru6D3pvh6p3uNS-A0kMWRrCC69rDac12, https://drive.google.com/open?id=1Kts1I2xnVZLQhGHfmwWqYVXVfyz_6rvx, https://drive.google.com/open?id=1dJogB2V1lNptcM3HLumpSVRxKa8nqAAD",,24.6907541,46.6841285
7/23/2024 14:58:00,"https://drive.google.com/open?id=1HI2iddxemF4oowpLVz8MKzmnOEc8wVNA, https://drive.google.com/open?id=1yHKnXgxHmgya_0Hz0tj72RvLibLYd8mf, https://drive.google.com/open?id=14vNijRuKhOh6sDGNxvmA442bl_-7QSfr, https://drive.google.com/open?id=1AWexALLarDJYUK0Y_zj2kacLQ2lvA-e0",Cherie ,ci251.3314@gmail.com,https://maps.app.goo.gl/nXLStFNHi1nc3gdZ9?g_st=ic,"https://drive.google.com/open?id=1_K9XIzuzSer6UyfYJoVUjpKNihD4Fi1z, https://drive.google.com/open?id=19RMquqjbCJBm_8BYbNShEmoKx-LRFVuv, https://drive.google.com/open?id=1NyezpeKuqKOy4VKH-kzys8Sp2JsFkr1w, https://drive.google.com/open?id=1iFFVGC3jG9lcCbj4TTr0aVWQd87x6W5r, https://drive.google.com/open?id=1WnPfkAlx6GSZ-IEMX2dQSfxEI08K20lk",,24.6957467,46.6843262
7/23/2024 15:15:34,"https://drive.google.com/open?id=1gyKl1QGmSLGx-XlxeVtIPa2Q9UTTzFsR, https://drive.google.com/open?id=1yxlzU_HSIiIEUOemordl3t_V2ekqT8Mw, https://drive.google.com/open?id=1mYrRfWsbH7rEZzfXpqXFBUrH5KhB2FKr, https://drive.google.com/open?id=1letF5XivcSecoQvyAlpcUNBuBm4eVaHF, https://drive.google.com/open?id=1fC5IjLkJew_g1b3w9A5Nqi4dCYYLf-R8, https://drive.google.com/open?id=1zBLXasbMEHPNsaOqXOKNUngWKIgZmT7d, https://drive.google.com/open?id=1CA9K-NK2xbrrd1jSb7vTAu2QWHWb-QL4, https://drive.google.com/open?id=1rdAP8KUoEZntxCWTvc_l3XwCHGMDlZHb, https://drive.google.com/open?id=1Om0cVcgk0u-OeN1aWsMXWVGW2Z7UCaTH",Bossco roastery,ci251.3314@gmail.com,https://maps.app.goo.gl/srzuDScsWW1mhQji6?g_st=ic,"https://drive.google.com/open?id=1wUwVlu94hoZEKPavfgvIFh7RepzCbU23, https://drive.google.com/open?id=1RtHLLgBu2sxHs_5UptpmvKu95JWNDZA4, https://drive.google.com/open?id=1_KcWeh6_DwUClz2xerJutucp09PYX84B, https://drive.google.com/open?id=1WeZ1F4qv5zTO7PVJa1A6pwb0KM5LtLkT",,24.6951471,46.6846965
7/23/2024 15:22:08,"https://drive.google.com/open?id=1IP1mpAwNbsaL-z1OCXtmTIevFmlEydWi, https://drive.google.com/open?id=1QEybDR18NDwS1vO9wuYGfsMF0Uqu1Mir, https://drive.google.com/open?id=1Cs4u6aRQkNIOvbWPH5ZIRkwGMWWsxzkg, https://drive.google.com/open?id=1KEyax6Pu_1bjmPRpmg_CEh_4SYPg8uIH, https://drive.google.com/open?id=1Ku5Ms0Crc-AESNv20mcXENSiA3dTc3PJ",Foam,ci251.3314@gmail.com,https://maps.app.goo.gl/38AwM6GvinQgCRFu7?g_st=ic,"https://drive.google.com/open?id=1kb92Umarbvcu5-sSvalbUj-IXdxx7P_P, https://drive.google.com/open?id=1bSqkVIxfr4IKk80gmbotkLCT15GaR9tm, https://drive.google.com/open?id=1mk3VwTt_-8VMqLlLBCpstjpSrlNViXtD, https://drive.google.com/open?id=1asHjZSZGAK_YdQP5qdxdiY37AAduOesK, https://drive.google.com/open?id=1maK7XzAInJVBu4Hb3NMZulTWGLhzef_M",,24.6959127,46.6842674
7/24/2024 1:18:16,"https://drive.google.com/open?id=100Zowtc5lEMALgddi7KQZehN3dM2f0-y, https://drive.google.com/open?id=12BykV_mWF-7b_Q54nn7tJIsXwFd21D6v, https://drive.google.com/open?id=1my5RVIIzZxhCu6W4JPIjZhf4j1Vqn4eT",مسجد الموسى,ci251.3314@gmail.com,https://maps.app.goo.gl/fS2x4jg1DH1SzY2d7?g_st=ic,"https://drive.google.com/open?id=17nmqsf4dQlKcCo9jII_QzCHgX8RKyzBk, https://drive.google.com/open?id=1-duKq3ssgkaTdkHEEMrqNt7P9cpkBt89, https://drive.google.com/open?id=1SB_ggxja07WOmZEMzy1FLFEfBOeJ2nrM, https://drive.google.com/open?id=1jEZt9h0wUDsh8IWEA81Lwk6izRLkUOYK, https://drive.google.com/open?id=19Gve0aNwgZ4qUvCleQsHChy4Ud7AF3uL",,24.6858371,46.6904179
7/24/2024 1:23:45,"https://drive.google.com/open?id=1EK0M8JGJ1dVqXPpBiOYejAz8pI4lpSB6, https://drive.google.com/open?id=17To4kPJdUigqNLySa_JnEoBz3pPvC_jG, https://drive.google.com/open?id=1Kx4v1XQqhKfe6KMVSmpL1Y0CGuaBxDQK, https://drive.google.com/open?id=15UboT_QpnLZm2tVxDRH4HJ4JDMEGZBEF, https://drive.google.com/open?id=1YNVAT6iCBMAmKxCMskdZPY-o2K9edryC, https://drive.google.com/open?id=1Sxam0y61fGx25vSoIwNOqGggdJhM4ulX, https://drive.google.com/open?id=1dbVWT0JnOzw1nZx6hQliFfFn8zT5Yrqy, https://drive.google.com/open?id=1A2zkd2HYMN8GeFkw-L1OXxg281s_ffLo, https://drive.google.com/open?id=1lCFgU3VZZTeawbR1mt0YYFsBxn8jcKb2",مجمع الموسى التجاري ,ci251.3314@gmail.com,https://maps.app.goo.gl/kP7ZQijG6RrJ2jhh9?g_st=ic,"https://drive.google.com/open?id=1GHuf7fobtXlPphXPibDjeRWgZit3i275, https://drive.google.com/open?id=1kpdRImPXMwH_-OVLpnYmtgUXJnQd26_j, https://drive.google.com/open?id=1hZbOTwF1nDVwrUOStLNPEinWafiHFm1c",,24.6857575,46.6898533
7/24/2024 1:29:08,"https://drive.google.com/open?id=1bMFn5T3F-_-yCY15K-axg-e5NlWp0hUw, https://drive.google.com/open?id=1lejTqA2XB-dcV5D161Vb1YmNYR83Z8hw, https://drive.google.com/open?id=1yRbfCHbkdVnKNv4S4yhikMrO3kk7AMBu, https://drive.google.com/open?id=1LkQSQVE9QuwUJ0f_do82akHrFXhCvUUa, https://drive.google.com/open?id=1WUU1GpdYSUUoV_hL6oJAe1KrI84hRW1w, https://drive.google.com/open?id=12hfa2dOL86CsTIWToGx4a6167hsXoPYc",إرم ارت للفنون ,ci251.3314@gmail.com,https://maps.app.goo.gl/ePrX2PTguMnCzNRCA?g_st=ic,"https://drive.google.com/open?id=1gEhoybXyPWmmiXk98NzS6U7qEcdy9EMf, https://drive.google.com/open?id=1z0d7d_Y47PrnCfuXFor7dYeNk8VZ6iKl",,24.686804,46.689548
7/24/2024 1:35:08,"https://drive.google.com/open?id=1vaV5Nd38i1YcAu6P5swcGHEdqX1tBJ0u, https://drive.google.com/open?id=1MiPpSarOHB3JoCZQbx72BUPQml9PdBlZ, https://drive.google.com/open?id=1EYDVnIuG1YHSdiH7scTTZr22w4Bv5X1-, https://drive.google.com/open?id=1t0H-njK7OqP7vi3gtlFDvLO87djppZ3C, https://drive.google.com/open?id=1Ms9blbgVUcfOYM1xlOOSJ_pkX4liw4MX",مقهى السبعينات ,ci251.3314@gmail.com,https://maps.app.goo.gl/NaDiuhgc1or8ucLx6?g_st=ic,"https://drive.google.com/open?id=1f1ylodvbfXCV7y1vPcboTwZ1IY3ITGCO, https://drive.google.com/open?id=1HAHAtGzOCEIo2Fpm4O_CnwO2qKG-DZ38",,24.6866232,46.6889693
